Machine_Type,pressure,Temperature,Vibration,Machineruntime,Date,Component,Maintenancetype,Actiontaken,Failure type,Downtime (hrs)
Mill,69.9793,65.84520563,566.7768,19,18-05-2024,Motor,Predictive,Tightened,No Failure,1.3
Drill,69.4668,88.8818008,521.6436,17,20-02-2024,Shaft,Corrective,Inspected,No Failure,6.4
Lathe,74.5176,27.29815393,642.9024,6,10-11-2024,Coupling,Corrective,Checked,Bearing failure,8.4
Drill,68.9553,70.31586036,560.7208,13,03-04-2023,Coupling,Preventive,Refilled,Misalignment,9
Lathe,57.4211,43.57997203,728.2875,9,11-07-2023,Lubrication,Corrective,Lubricated,Wear and tear,2.4
Lathe,21.3654,80.38590067,504.3696,10,27-08-2023,Gearbox,Preventive,Aligned,Wear and tear,1.9
Lathe,52.0617,96.78171398,582.985,17,16-12-2023,Motor,Preventive,Refilled,Leakage,4.3
Mill,58.5193,46.72457544,545.8317,14,29-01-2023,Bearing,Preventive,Checked,Overheating,5.4
Lathe,54.3241,79.07546862,576.0344,16,29-12-2024,Lubrication,Predictive,Tightened,Leakage,8.8
Mill,89.9891,70.83235218,800.3133,14,19-11-2024,Bearing,Corrective,Cleaned,Wear and tear,0
Mill,62.717,61.79636969,911.8295,6,24-05-2023,Bearing,Corrective,Flushed,Wear and tear,5.9
Mill,18.1924,30.21479222,679.9718,7,02-11-2023,Lubrication,Predictive,Repaired,Misalignment,5
Mill,11.8607,94.40381208,554.3839,14,03-12-2023,Motor,Predictive,Flushed,Misalignment,7.1
Mill,43.0423,28.95041594,594.8379,17,16-05-2024,Gearbox,Corrective,Repaired,Overheating,2.4
Lathe,40.3588,65.57516624,517.8936,10,06-05-2024,Gearbox,Corrective,Refilled,Wear and tear,1.6
Mill,15.0039,37.08232334,569.5679,17,02-10-2023,Shaft,Corrective,Flushed,Overheating,2.5
Mill,31.2037,23.92966817,917.6781,8,14-06-2023,Shaft,Predictive,Refilled,No Failure,1.4
Drill,91.6984,24.08402074,911.821,13,14-12-2024,Shaft,Preventive,Cleaned,Wear and tear,8.4
Drill,40.0479,35.15188213,570.157,7,30-07-2024,Motor,Corrective,Cleaned,Overheating,3.8
Drill,44.8057,42.45360393,820.608,9,09-05-2023,Motor,Predictive,Lubricated,Leakage,3.3
Lathe,72.6781,70.06957052,589.8754,7,22-06-2023,Gearbox,Predictive,Cleaned,No Failure,4.4
Mill,92.5862,86.59680793,738.7938,7,20-10-2023,Bearing,Corrective,Checked,Misalignment,0.2
Lathe,33.9376,14.40970892,802.8906,19,09-09-2023,Bearing,Preventive,Flushed,No Failure,7.8
Drill,74.276,65.16428713,959.95,8,23-10-2024,Coupling,Corrective,Checked,Bearing failure,5.4
Mill,43.6244,49.44883558,789.1567,10,30-06-2023,Motor,Predictive,Cleaned,Overheating,1
Drill,77.0979,69.75897901,587.6008,6,19-02-2023,Bearing,Preventive,Checked,Overheating,1.7
Lathe,45.6017,84.09703888,860.2371,19,18-01-2023,Motor,Corrective,Lubricated,Overheating,2.3
Drill,70.5223,69.32198123,947.5226,19,16-01-2023,Coupling,Corrective,Tightened,Bearing failure,1
Lathe,22.6196,52.56357335,863.3178,9,19-11-2024,Shaft,Predictive,Tightened,Bearing failure,1.2
Drill,45.5176,19.30586568,598.7918,12,22-11-2023,Gearbox,Corrective,Repaired,No Failure,7.4
Mill,91.5448,75.86967152,809.9513,16,21-11-2023,Lubrication,Preventive,Replaced,No Failure,8.6
Mill,78.2682,16.74353785,884.1252,19,28-10-2023,Motor,Predictive,Replaced,Leakage,3.1
Lathe,76.2759,33.99977797,538.1018,11,13-02-2023,Gearbox,Preventive,Replaced,Leakage,4.1
Lathe,57.6707,59.54068744,843.8259,16,14-08-2024,Gearbox,Preventive,Refilled,Leakage,5.7
Lathe,16.5099,19.34852882,713.5348,10,09-10-2024,Gearbox,Corrective,Refilled,Misalignment,4
Drill,92.9384,16.2203545,994.1912,11,13-02-2024,Gearbox,Corrective,Flushed,Overheating,0.2
Mill,64.8562,83.95201077,815.2141,12,24-04-2024,Gearbox,Corrective,Replaced,No Failure,3.1
Drill,76.4091,56.39625368,635.622,16,08-10-2024,Shaft,Predictive,Flushed,No Failure,6.6
Lathe,83.6461,54.386888,740.933,10,08-01-2024,Gearbox,Predictive,Refilled,Overheating,0.4
Drill,32.9134,78.16034121,803.8424,9,21-05-2024,Shaft,Corrective,Repaired,No Failure,3.9
Drill,73.9741,98.97756242,815.2529,18,10-12-2023,Lubrication,Predictive,Aligned,Bearing failure,7.5
Drill,39.2107,42.95428011,826.0425,10,23-03-2023,Shaft,Predictive,Cleaned,Wear and tear,4
Drill,12.6657,60.92419221,503.0029,17,29-08-2023,Motor,Corrective,Checked,Misalignment,3.1
Lathe,30.4604,55.64373135,639.15,14,29-06-2023,Lubrication,Corrective,Checked,Wear and tear,8.4
Drill,41.9586,14.38787502,592.2134,11,25-01-2023,Shaft,Predictive,Repaired,Wear and tear,1.2
Lathe,60.0768,28.00038561,896.059,12,21-01-2023,Bearing,Predictive,Aligned,Leakage,8
Mill,88.723,14.80785255,809.6373,13,18-09-2023,Coupling,Preventive,Inspected,No Failure,5.9
Drill,55.4522,22.37185419,699.8337,14,20-12-2024,Shaft,Predictive,Aligned,No Failure,1.2
Drill,11.7698,45.74936107,831.0761,10,12-07-2023,Motor,Predictive,Lubricated,Leakage,5.8
Mill,28.5806,60.33442823,523.9345,14,06-05-2023,Bearing,Preventive,Replaced,No Failure,8
Mill,69.3229,16.48892135,774.5933,8,13-10-2023,Motor,Predictive,Repaired,Wear and tear,8.1
Mill,16.0698,21.47458504,716.6833,11,13-06-2023,Bearing,Predictive,Aligned,No Failure,4.8
Drill,47.3206,73.79779488,727.0905,7,06-03-2023,Lubrication,Preventive,Refilled,Overheating,1.2
Drill,21.9624,34.63347651,696.6219,13,14-08-2024,Shaft,Predictive,Refilled,Overheating,7.2
Drill,55.1922,36.588365,558.7108,18,28-02-2023,Lubrication,Corrective,Repaired,No Failure,4.8
Drill,39.7792,18.36102919,782.9541,18,08-09-2024,Coupling,Preventive,Flushed,Misalignment,9
Lathe,74.1694,11.37367254,977.3474,13,03-08-2023,Lubrication,Preventive,Tightened,No Failure,5.2
Mill,35.789,39.77854902,633.5312,10,22-06-2024,Coupling,Preventive,Aligned,Wear and tear,4
Lathe,36.0611,27.05072459,584.649,10,27-07-2023,Coupling,Predictive,Refilled,No Failure,3.1
Lathe,72.1409,71.41132511,897.9417,10,01-11-2024,Gearbox,Corrective,Tightened,Leakage,0.1
Lathe,68.775,11.41189412,769.2891,10,10-07-2023,Coupling,Predictive,Inspected,Bearing failure,1.4
Mill,20.5311,36.24468008,529.8847,6,23-02-2023,Lubrication,Preventive,Tightened,No Failure,3.6
Drill,43.0578,71.59043139,980.9358,19,08-08-2024,Coupling,Corrective,Lubricated,Overheating,7.3
Drill,96.1321,11.2693864,741.4778,18,21-07-2023,Lubrication,Preventive,Cleaned,Leakage,5.4
Drill,19.1343,91.41393938,947.5496,11,27-03-2024,Coupling,Predictive,Flushed,Leakage,6.5
Mill,59.5675,66.07338068,907.9634,11,27-01-2023,Motor,Predictive,Refilled,Misalignment,0.6
Mill,59.8948,48.41832684,733.6205,6,13-04-2024,Gearbox,Corrective,Repaired,Wear and tear,3.9
Mill,51.6014,47.89629184,980.2858,11,30-10-2023,Coupling,Corrective,Tightened,Leakage,6.5
Lathe,69.3859,91.016684,557.7553,14,04-03-2024,Shaft,Preventive,Aligned,No Failure,6.1
Drill,54.5895,78.99410416,876.1395,13,25-12-2024,Motor,Preventive,Inspected,Leakage,8.7
Lathe,75.2337,68.52291919,810.0197,13,20-10-2023,Motor,Preventive,Inspected,Misalignment,7.3
Lathe,35.2128,56.72465552,867.3714,13,02-10-2023,Shaft,Preventive,Tightened,Misalignment,8
Lathe,18.7169,68.89766782,582.761,7,12-07-2024,Bearing,Preventive,Aligned,Overheating,2
Mill,74.3585,46.81169647,532.5845,18,01-09-2024,Gearbox,Corrective,Flushed,No Failure,2.7
Drill,54.745,80.87189376,710.7487,11,21-06-2024,Gearbox,Preventive,Aligned,Bearing failure,3.7
Mill,70.1237,91.90735541,576.4962,15,20-10-2023,Lubrication,Corrective,Flushed,Misalignment,4.1
Mill,96.9964,67.18259963,588.5781,16,18-05-2023,Motor,Corrective,Tightened,Wear and tear,8.8
Drill,73.0797,59.78859377,763.5564,8,03-12-2023,Bearing,Corrective,Replaced,Misalignment,6
Lathe,72.4356,93.05559495,901.5517,19,22-03-2024,Gearbox,Preventive,Aligned,Bearing failure,2
Drill,24.4865,14.18901771,756.2213,17,01-06-2023,Shaft,Preventive,Checked,No Failure,6.8
Drill,81.5456,33.0165807,671.4712,8,17-05-2024,Gearbox,Predictive,Replaced,No Failure,5.6
Drill,47.5734,86.53870442,795.778,17,31-12-2024,Lubrication,Preventive,Refilled,Misalignment,0.8
Mill,27.7235,59.26330665,830.0489,13,08-05-2024,Gearbox,Predictive,Replaced,Wear and tear,5.2
Drill,96.2662,67.87344525,706.8878,19,19-10-2023,Motor,Preventive,Cleaned,Misalignment,8.4
Mill,36.3603,25.39511712,724.6753,6,24-01-2024,Gearbox,Preventive,Aligned,Leakage,3.5
Lathe,93.2798,98.89636631,560.1613,17,18-02-2024,Coupling,Predictive,Aligned,Overheating,6
Drill,56.3084,18.4483897,574.307,14,30-11-2024,Coupling,Preventive,Repaired,Misalignment,8.4
Lathe,11.9902,66.84035921,728.7028,15,11-08-2024,Motor,Corrective,Refilled,Bearing failure,8.1
Mill,48.6623,49.14949269,630.9534,8,29-11-2024,Coupling,Corrective,Inspected,Leakage,6.9
Lathe,81.2215,80.70965159,992.0818,14,10-11-2024,Shaft,Predictive,Refilled,Misalignment,4.3
Mill,70.8984,31.17137521,683.4105,17,07-07-2023,Coupling,Corrective,Lubricated,No Failure,1.6
Lathe,61.1895,31.67454099,645.9711,9,16-05-2023,Coupling,Preventive,Aligned,No Failure,4.9
Mill,52.4057,65.39567035,935.1671,6,15-08-2023,Shaft,Corrective,Flushed,No Failure,1.2
Lathe,20.747,36.59500762,607.4803,7,13-02-2023,Shaft,Predictive,Cleaned,Overheating,1.2
Mill,44.7504,59.17503965,752.4213,11,27-01-2024,Coupling,Predictive,Lubricated,Bearing failure,2.3
Mill,13.525,78.01653028,640.0726,13,23-08-2023,Shaft,Corrective,Aligned,Misalignment,8
Drill,95.7381,77.18113652,828.3695,9,22-07-2024,Coupling,Predictive,Replaced,Bearing failure,3
Lathe,64.0898,58.6215929,695.0919,12,24-09-2024,Shaft,Preventive,Inspected,Overheating,6
Mill,58.1066,67.40494407,941.9098,11,18-03-2024,Motor,Corrective,Aligned,No Failure,1
Drill,50.7902,63.50743479,981.284,9,24-05-2024,Bearing,Corrective,Tightened,Wear and tear,5.2
Lathe,12.2985,43.1026247,605.0362,18,13-04-2024,Shaft,Predictive,Cleaned,Overheating,5.9
Lathe,91.2602,55.98197347,960.2271,18,10-10-2024,Motor,Predictive,Flushed,Leakage,9
Drill,44.217,97.86009256,577.5752,7,25-08-2024,Gearbox,Preventive,Repaired,Leakage,7.6
Lathe,72.8272,63.10673453,580.5929,7,14-12-2023,Motor,Predictive,Cleaned,Misalignment,1
Lathe,56.108,25.83763871,715.5167,6,26-02-2024,Coupling,Predictive,Cleaned,Wear and tear,3.7
Lathe,17.5708,98.46207408,856.6131,13,18-06-2023,Shaft,Corrective,Lubricated,Bearing failure,6.1
Lathe,81.8879,41.71674111,513.4782,7,28-06-2024,Lubrication,Preventive,Refilled,Misalignment,0.2
Drill,35.8913,35.43620203,565.2806,7,22-12-2024,Coupling,Corrective,Aligned,No Failure,0.2
Mill,25.4563,81.53663815,544.8331,13,03-04-2024,Gearbox,Predictive,Refilled,Bearing failure,4.8
Lathe,63.6643,87.85210695,734.1843,16,22-08-2023,Motor,Corrective,Tightened,No Failure,3.9
Mill,93.4234,76.50003547,523.1279,6,25-12-2023,Shaft,Corrective,Replaced,Leakage,0.4
Mill,47.4605,88.59137321,847.3585,18,12-05-2023,Coupling,Corrective,Flushed,Overheating,0.7
Drill,42.745,41.27560764,735.8615,8,01-03-2024,Gearbox,Preventive,Tightened,Bearing failure,4.6
Lathe,59.5628,41.59318861,642.5424,17,16-05-2023,Bearing,Corrective,Lubricated,Overheating,4.4
Lathe,32.9267,38.91313807,839.3288,10,08-05-2023,Gearbox,Predictive,Lubricated,Wear and tear,4.5
Mill,38.2091,12.0846939,594.12,10,25-01-2023,Bearing,Corrective,Cleaned,No Failure,8
Drill,71.0613,50.8194303,785.6028,14,14-08-2023,Lubrication,Predictive,Aligned,Leakage,4.9
Mill,67.5605,36.76925927,621.2221,14,02-11-2023,Gearbox,Predictive,Flushed,No Failure,3.1
Drill,75.7048,92.09862084,797.2331,17,28-09-2024,Lubrication,Preventive,Refilled,Misalignment,2.8
Mill,39.3649,44.05901606,953.5554,7,04-11-2023,Motor,Predictive,Refilled,Overheating,4.2
Mill,98.623,97.04276246,776.0483,6,13-11-2024,Lubrication,Corrective,Repaired,No Failure,5.5
Lathe,28.0838,94.69047648,768.2108,18,11-01-2024,Gearbox,Predictive,Cleaned,Wear and tear,0.7
Mill,11.6609,59.28496797,991.9994,7,15-01-2023,Lubrication,Corrective,Refilled,Overheating,7.3
Mill,76.0963,66.87006385,985.6887,14,01-06-2024,Gearbox,Predictive,Inspected,No Failure,3.6
Mill,22.6003,54.06186526,571.3521,19,16-03-2024,Motor,Corrective,Inspected,Leakage,6.3
Lathe,66.9952,27.54733189,896.4888,15,27-02-2023,Lubrication,Predictive,Checked,Misalignment,0.9
Drill,21.8486,62.59872773,980.6673,14,14-06-2023,Coupling,Corrective,Tightened,Wear and tear,4.2
Mill,51.9916,27.66961843,989.7368,19,25-02-2023,Bearing,Preventive,Tightened,No Failure,4.1
Mill,25.9233,86.1011576,508.415,15,22-07-2024,Bearing,Predictive,Aligned,Bearing failure,2.7
Lathe,51.976,89.69498267,559.7095,10,11-08-2024,Bearing,Corrective,Inspected,Overheating,7.2
Drill,98.6706,61.79355429,782.7079,19,27-11-2023,Motor,Predictive,Cleaned,Bearing failure,1.1
Lathe,47.2607,24.15093433,842.6252,11,27-07-2023,Gearbox,Preventive,Inspected,No Failure,8.2
Mill,96.6047,81.87929164,549.5415,18,03-11-2023,Bearing,Corrective,Checked,Misalignment,5.3
Mill,84.1173,34.59179578,514.7688,16,20-11-2024,Lubrication,Preventive,Aligned,Bearing failure,5.8
Drill,44.4879,18.77582021,839.45,9,01-10-2023,Motor,Predictive,Replaced,Misalignment,1.3
Mill,57.508,74.35573266,780.7736,10,10-01-2023,Gearbox,Preventive,Tightened,Overheating,7.9
Lathe,74.9227,42.38528469,799.2426,15,19-07-2023,Lubrication,Corrective,Inspected,No Failure,0.8
Mill,24.7409,52.13298717,960.492,6,25-11-2023,Bearing,Corrective,Cleaned,Bearing failure,3.2
Mill,15.9259,68.54979632,500.8573,7,28-11-2024,Lubrication,Corrective,Inspected,Bearing failure,8.5
Mill,34.6011,70.07972783,943.2854,18,12-10-2023,Coupling,Corrective,Lubricated,Misalignment,3.6
Mill,45.6515,21.20746319,761.9634,14,18-01-2024,Lubrication,Corrective,Lubricated,Leakage,6.5
Mill,43.1087,81.10814649,874.5837,15,12-01-2023,Shaft,Predictive,Inspected,Overheating,6.3
Drill,24.7793,15.92324282,835.1652,6,13-04-2023,Shaft,Predictive,Aligned,No Failure,1.5
Drill,63.9122,75.09613059,882.061,14,05-02-2023,Gearbox,Corrective,Lubricated,Leakage,1
Mill,61.2931,89.27079538,928.6994,9,27-11-2023,Motor,Predictive,Flushed,Bearing failure,3.4
Drill,85.0548,57.28408207,605.7813,9,10-05-2024,Lubrication,Preventive,Cleaned,Wear and tear,3.7
Lathe,14.8478,21.32489719,966.8823,8,17-08-2023,Gearbox,Corrective,Replaced,No Failure,6.8
Lathe,10.5912,18.84466624,979.0598,11,25-09-2024,Bearing,Corrective,Lubricated,Overheating,6.7
Drill,57.9706,60.85021777,792.6897,18,14-07-2024,Lubrication,Preventive,Replaced,No Failure,3.9
Drill,24.0385,13.22758363,509.2634,19,10-12-2024,Coupling,Predictive,Aligned,Misalignment,6.1
Lathe,61.2855,55.67788368,930.5235,12,12-02-2024,Lubrication,Preventive,Aligned,No Failure,7.7
Lathe,26.1163,26.64054216,668.9055,14,22-09-2023,Lubrication,Predictive,Cleaned,No Failure,7.8
Mill,30.6217,88.19207669,982.1342,11,26-06-2023,Lubrication,Predictive,Checked,No Failure,3.5
Lathe,73.1878,18.87763088,862.029,19,12-04-2024,Coupling,Predictive,Lubricated,Misalignment,8.9
Drill,96.4206,60.9346256,962.9342,10,25-08-2024,Bearing,Predictive,Aligned,Bearing failure,0.7
Drill,26.6787,34.96205008,715.8704,19,12-10-2024,Shaft,Corrective,Tightened,Wear and tear,8.1
Drill,10.1436,70.01105934,624.162,8,21-10-2024,Bearing,Preventive,Flushed,Leakage,6.2
Mill,16.4912,55.57520681,701.3429,19,05-12-2024,Lubrication,Predictive,Flushed,No Failure,4.6
Drill,38.5841,58.79378779,782.906,13,08-03-2023,Gearbox,Corrective,Replaced,Misalignment,2.3
Drill,32.7331,42.29317597,740.1373,9,01-12-2024,Coupling,Predictive,Refilled,Leakage,2.8
Drill,32.3647,55.914745,555.7506,6,17-11-2024,Gearbox,Predictive,Repaired,Leakage,6.9
Mill,19.6351,41.71979577,647.454,13,27-04-2023,Gearbox,Corrective,Inspected,Misalignment,4.4
Lathe,29.7087,29.31214849,874.9798,14,03-08-2023,Bearing,Preventive,Refilled,Misalignment,1.4
Drill,23.3673,11.50800606,793.9271,12,31-05-2023,Coupling,Predictive,Cleaned,Bearing failure,0.9
Lathe,39.5808,70.35377886,785.7704,12,21-12-2023,Bearing,Preventive,Tightened,Bearing failure,5.1
Lathe,50.1074,41.43270081,793.8581,16,20-06-2024,Coupling,Preventive,Refilled,Leakage,3.8
Lathe,94.4003,80.90336661,771.5888,8,02-04-2023,Shaft,Predictive,Cleaned,Wear and tear,6.4
Lathe,35.7182,94.09977609,642.9182,6,28-05-2024,Shaft,Predictive,Tightened,Wear and tear,6.4
Mill,27.5256,96.73288594,676.6005,18,03-07-2023,Motor,Preventive,Repaired,Bearing failure,7.6
Mill,92.8542,16.31125831,737.5236,9,15-12-2024,Coupling,Predictive,Cleaned,No Failure,8.7
Mill,79.8944,59.28949765,687.3676,16,30-10-2024,Gearbox,Corrective,Repaired,No Failure,0.9
Mill,69.2339,98.20712643,962.1413,7,19-09-2024,Lubrication,Corrective,Replaced,No Failure,2.8
Mill,71.398,79.22519427,636.4737,17,12-11-2024,Lubrication,Preventive,Flushed,No Failure,2.8
Drill,92.6447,88.43313394,543.5079,11,16-04-2024,Coupling,Preventive,Lubricated,Bearing failure,2.8
Drill,43.2433,33.09687796,737.0929,8,10-03-2023,Gearbox,Corrective,Cleaned,Misalignment,7.3
Lathe,48.7533,23.18284784,577.6006,8,14-11-2024,Bearing,Predictive,Inspected,No Failure,6.7
Drill,92.4841,35.19845459,560.6012,18,25-08-2023,Lubrication,Predictive,Checked,Misalignment,7.3
Lathe,31.4954,44.53978902,727.474,6,07-09-2024,Gearbox,Preventive,Repaired,Overheating,6.4
Lathe,92.8562,37.5539156,891.7718,19,09-04-2023,Bearing,Preventive,Checked,Overheating,2.6
Drill,90.9849,36.21680352,617.6454,10,13-03-2024,Bearing,Corrective,Refilled,Overheating,0.2
Drill,22.4978,21.04003468,922.9539,6,25-01-2023,Lubrication,Predictive,Flushed,Overheating,0.1
Mill,56.2007,21.97557629,988.6743,8,11-05-2023,Lubrication,Preventive,Inspected,Leakage,0.5
Lathe,86.2185,88.40627069,972.8512,13,06-05-2023,Bearing,Corrective,Refilled,Overheating,8.9
Drill,35.3368,42.76892741,922.1469,15,07-06-2023,Motor,Preventive,Replaced,Bearing failure,0.9
Mill,26.5767,27.96236277,687.1012,13,21-03-2023,Gearbox,Predictive,Cleaned,No Failure,8.9
Lathe,22.2438,46.07847157,563.2504,17,30-04-2023,Bearing,Corrective,Lubricated,Misalignment,5.6
Lathe,83.3486,53.89737859,833.9715,15,06-10-2023,Shaft,Corrective,Lubricated,No Failure,3.3
Drill,94.081,91.2764955,809.7711,16,19-12-2024,Gearbox,Corrective,Inspected,Wear and tear,3.4
Mill,64.4589,30.4532117,905.0698,12,07-05-2024,Lubrication,Corrective,Cleaned,Overheating,8.4
Mill,91.9706,37.16347217,858.7561,18,16-06-2024,Motor,Preventive,Checked,Overheating,8.5
Mill,70.8532,11.40510956,721.7729,11,21-12-2023,Gearbox,Predictive,Lubricated,Wear and tear,7.1
Drill,97.0942,19.31574023,915.7845,16,03-08-2024,Coupling,Corrective,Cleaned,Bearing failure,4
Drill,74.0327,90.77983281,663.8944,18,18-10-2023,Bearing,Corrective,Refilled,Leakage,5
Drill,17.514,67.32436014,831.0138,15,30-03-2023,Shaft,Preventive,Tightened,Bearing failure,7.2
Lathe,47.0883,10.90747099,727.574,10,06-10-2024,Coupling,Preventive,Lubricated,No Failure,6.2
Drill,24.2607,39.65557443,619.8491,14,11-12-2024,Gearbox,Preventive,Inspected,Overheating,5.1
Drill,26.3998,53.31747294,504.4591,12,04-02-2024,Bearing,Preventive,Flushed,Wear and tear,4.4
Drill,20.7072,97.61480613,733.8666,10,21-07-2023,Motor,Predictive,Replaced,Overheating,7.3
Lathe,33.9909,61.5313228,524.1467,19,06-07-2023,Shaft,Predictive,Cleaned,Wear and tear,3.8
Mill,30.2515,98.16096581,586.7375,18,22-06-2024,Gearbox,Predictive,Aligned,Overheating,5.7
Mill,88.3969,82.66220913,802.2169,18,13-11-2024,Bearing,Preventive,Flushed,Misalignment,0.8
Drill,13.671,97.14086696,917.1177,19,09-12-2023,Coupling,Preventive,Inspected,Wear and tear,8.6
Lathe,52.9252,34.1416435,733.3433,15,18-06-2023,Shaft,Corrective,Inspected,Overheating,1.5
Mill,80.6831,79.67746683,770.28,16,19-04-2024,Shaft,Predictive,Aligned,No Failure,6.8
Mill,65.2246,87.49851382,976.5713,8,13-08-2023,Shaft,Predictive,Repaired,Misalignment,1.7
Drill,70.7491,15.7083131,652.0528,6,30-05-2023,Lubrication,Predictive,Flushed,Leakage,5.8
Lathe,78.7138,73.53783287,912.9009,9,04-10-2023,Bearing,Corrective,Flushed,Misalignment,3.6
Mill,54.2765,39.73457876,891.8823,14,22-01-2024,Coupling,Predictive,Inspected,Overheating,0.7
Mill,58.9969,64.50871782,727.3785,12,07-01-2024,Lubrication,Predictive,Checked,Leakage,1.8
Mill,24.3989,66.31104013,602.3383,18,02-11-2023,Shaft,Preventive,Replaced,Wear and tear,2.5
Drill,49.2242,59.6147914,978.8325,16,15-06-2024,Shaft,Predictive,Aligned,Wear and tear,7.3
Lathe,17.7706,32.14502826,557.1096,14,17-01-2023,Gearbox,Preventive,Repaired,No Failure,1.5
Mill,84.532,85.46797056,995.6042,18,23-01-2024,Gearbox,Predictive,Checked,No Failure,4
Drill,78.3837,43.72750315,593.1731,17,10-04-2023,Bearing,Corrective,Flushed,Overheating,0.1
Mill,58.2194,84.19283871,659.6951,9,26-09-2024,Shaft,Preventive,Lubricated,Wear and tear,7.9
Drill,43.1947,23.23875314,942.4823,6,01-09-2024,Coupling,Predictive,Replaced,Overheating,7.9
Lathe,48.0756,77.61763298,797.2662,19,06-04-2024,Gearbox,Preventive,Cleaned,Misalignment,1.5
Mill,67.9011,22.56862767,606.6765,10,07-12-2023,Bearing,Preventive,Tightened,Overheating,6.5
Drill,17.9902,13.58646899,932.0805,10,26-04-2024,Bearing,Predictive,Checked,Overheating,0.2
Lathe,41.2469,75.43740451,632.8884,19,31-10-2024,Gearbox,Preventive,Replaced,Misalignment,7
Lathe,32.3108,44.17823902,585.7271,7,16-12-2023,Bearing,Predictive,Repaired,No Failure,4.7
Drill,51.4842,48.21271663,849.9665,17,29-03-2024,Shaft,Predictive,Replaced,Overheating,4.9
Mill,59.1921,97.96672405,825.798,15,30-04-2023,Bearing,Preventive,Cleaned,Wear and tear,6.7
Mill,80.6967,50.42115996,636.3916,9,30-04-2024,Shaft,Predictive,Checked,No Failure,2.4
Mill,57.6608,75.10341984,938.7695,13,13-11-2024,Lubrication,Corrective,Lubricated,No Failure,6.3
Drill,28.7641,19.74234779,786.6699,16,30-03-2023,Coupling,Predictive,Cleaned,No Failure,7.6
